🕘️更新时间,#genre#
明珠台,http://r.jdshipin.com/jUx8K
明珠台,http://cdn9.163189.xyz/smt1.1.php?id=pearl_twn
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视,http://ott.mobaibox.com/PLTV/-/224/3221228527/index.m3u8
凤凰卫视,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
凤凰卫视,http://cdn6.163189.xyz/163189/fhzw#http://171.38.107.33:8282/tsfile/live/1083_1.m3u8?key=txiptv&playlive=1&authid=0#http://111.221.137.234:44330/tsfile/live/0141_2.m3u8?key=txiptv&playlive=0&authid=0#http://183.10.180.36:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0#
凤凰香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://r.jdshipin.com/NfC0f
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,https://cdn6.cc.cd/163189/fhhk
凤凰香港,https://cdn6.163189.xyz/163189/fhhk
凤凰香港,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
凤凰香港台,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8
凤凰香港台,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
凤凰香港台,http://r.jdshipin.com/yDoTN
凤凰香港台,http://r.jdshipin.com/NfC0f
凤凰香港台,http://cdn6.163189.xyz/163189/fhhk
凤凰香港台,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港台,https://cdn6.cc.cd/163189/fhhk
凤凰香港台,https://cdn6.163189.xyz/163189/fhhk
凤凰香港台,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhhk
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,http://www.kaniptv.cn/ua3.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&mode=1&hls=aHR0cDovLzQ5LjIzMi4xNDMuMTc3OjgwL3B5eGcvZXhwb3J0LnBocD9pZD0yJmtleT0lMkElMkElMkElMkE=
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,https://cdn6.cc.cd/163189/fhzx
凤凰资讯,https://cdn6.163189.xyz/163189/fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,https://php.jdshipin.com:2096/TVOD/iptv.php?id=fhzx
TVBJ1,http://cdn3.163189.xyz/live/j1/stream.m3u8
TVBJ1,https://hls-gateway.vpstv.net/streams/709490.m3u8
TVBJ1,https://hls-gateway.vpstv.net/streams/476199.m3u8
TVBJ1,https://cdn6.cc.cd/163189/j1
TVBJ1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVB1,https://hls-gateway.vpstv.net/streams/709593.m3u8
TVB1,https://cdn6.cc.cd/163189/tvb1
RTHK 31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
RTHK 31,http://cdn.163189.xyz/163189/rthk31
RTHK 31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK 31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK 31,http://cdn.163189.xyz/163189/rthk31#https://cdn9.163189.xyz/smt3.1.1.php?id=rhk31_twn
RTHK 31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK 31,https://smart.dxjc.pp.ua/smart.php?id=rhk31_twn&token=tmxk
RTHK 31,https://fast.hidns.vip/163189/rthk31
RTHK 32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
RTHK 32,http://cdn.163189.xyz/163189/rthk32
RTHK 32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK 32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK 32,http://cdn.163189.xyz/163189/rthk32#https://cdn9.163189.xyz/smt3.1.1.php?id=rhk32_twn
RTHK 32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
RTHK 32,https://smart.dxjc.pp.ua/smart.php?id=rhk32_twn&token=tmxk
RTHK 32,https://fast.hidns.vip/163189/rthk32
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,https://cdn.163189.xyz/163189/hoy78
有线新闻,https://stream1.freetv.fun/you-xian-xin-wen-1.m3u8
有线新闻,https://stream1.freetv.fun/you-xian-xin-wen-2.m3u8
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映频道,http://o11.163189.xyz/stream/live/typd/#https://cdn9.163189.xyz/smt3.1.1.php?id=Celestial
天映频道,http://o11.163189.xyz/stream/live/typd/
天映频道,https://smart.dxjc.pp.ua/smart.php?id=Celestial&token=tmxk
天映频道,https://smart.dxjc.pp.ua/smart.php?id=Celestialindo&token=tmxk
天映频道,https://cdn3.indevs.in/stream/live/typd/
美亚电影台,http://www.kaniptv.cn/ua3.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&mode=1&hls=aHR0cDovLzQ5LjIzMi4xNDMuMTc3OjgwL3B5eGcvZXhwb3J0LnBocD9pZD0xOSZrZXk9KioqKg==
美亚电影台,http://49.232.143.177:80/pyxg/export.php?id=19&key=****
美亚电影台,http://www.kaniptv.cn/ua3.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&mode=1&hls=aHR0cDovLzQ5LjIzMi4xNDMuMTc3OjgwL3B5eGcvZXhwb3J0LnBocD9pZD0xOSZrZXk9JTJBJTJBJTJBJTJB
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影台,https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn
美亚电影台,http://o11.163189.xyz/stream/live/tvbc/#https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn

☘️广东频道,#genre#
广东卫视,http://183.47.2.156:16883/udp/239.77.0.166:5146
广东卫视,http://183.47.2.156:16883/udp/239.77.1.152:5146
广东卫视,http://183.47.2.156:16883/udp/239.77.1.19:5146
广东卫视,http://www.yahao.host:4022/udp/239.77.0.84:5146
广东卫视,http://59.35.185.47:8188/udp/239.77.1.19:5146
广东卫视,http://183.236.43.98:4013/udp/239.77.1.152:5146
广东卫视,http://183.236.43.98:4013/udp/239.77.1.19:5146
广东卫视,http://183.236.43.98:4013/udp/239.77.0.166:5146
广东卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=4a9a31fad2bc6dcd03c7ae93cc3c0c
大湾区卫视,http://154.12.36.187:656/index.php?token=2025&id=dwqws
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/gdgj.m3u8?auth=testpub
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
大湾区卫视,http://goo.bkpcp.top/mg/dwqws
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8?migutoken=bad0a45eea94649f2e7f1b35e1d98d034b874a02984a76abb21e4537dee28f974e6da241dc7705109722be71c8b1302302b51cd4cb06c69ca55fdcf7279d415e0a0fce7c492b6842956ab34fcc
大湾区卫视,https://stream1.freetv.fun/9e44565ab6186689007a295d8b94b2a970fafde637068b0e3837e5f84689a8f3.m3u8
大湾区卫视,https://www.freetv.top/migu/608917627.m3u8?migutoken=6e23ed23803d2776218fbd5b6931d4dd0d0a20d0269ca0da6b2efaaf101f71c62689ec1d6f73e16a10d1b756f7e23f0de494b881e2bc39c12250715721f84c185577680003f363869dba1b7e90
大湾区卫视,http://ott.mobaibox.com/PLTV/-/224/3221228326/index.m3u8
大湾区卫视,https://live.chinacert.cftest5.cn/cnmg/live/608917627
广东珠江,http://183.47.2.156:16883/udp/239.77.0.114:5146
广东珠江,http://183.237.95.108:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
广东珠江,http://plex.cyruslee.top:8888/udp/239.77.0.1:5146
广东珠江,http://183.236.43.98:4013/udp/239.77.0.114:5146
广东珠江,http://59.35.185.47:8188/udp/239.77.0.1:5146
广东珠江,http://183.47.2.156:16883/udp/239.77.0.1:5146
广东珠江,http://wmh.wmh.ink:6633/udp/239.77.0.1:5146
广东珠江,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.1:5146
广东珠江,http://iptv.xxika.net:8188/udp/239.77.0.1:5146
广东新闻,http://107.150.60.122/live/gdxw.m3u8
广东新闻,http://192.151.150.154/live/gdxw.m3u8
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxwa.m3u8?auth=testpub
广东新闻,http://107.150.60.122/live/gdxwa.m3u8
广东新闻,https://hls-gateway.vpstv.net/streams/708873.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-27.ctv
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-20.m3u8
广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-2.m3u8
广东民生,http://183.237.95.108:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=0&authid=0
南国都市4K,http://59.35.185.47:8188/udp/239.253.43.99:5146
南国都市4K,http://183.47.2.156:16883/udp/239.253.43.99:5146
南国都市4K,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019
广州新闻,https://tencentplaygsm.gztv.com/live/xinwen.m3u8?txTime=659a511e&txSecret=1a5bbbb41bc728d271c8b99e5482f8e7
广州新闻,http://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d2c2db0b598c02ec1b5623728434d367&txTime=18d57929bd3
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州新闻,http://zb.hmysapp.cn:802/dft/guangdong/guangzhou.php?id=xinwen
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=f80e5b7654c57c7571a314d94befe320&txTime=19019c051d5

📡卫视频道,#genre#
浙江卫视,http://59.35.185.47:8188/udp/239.77.1.33:5146
浙江卫视,http://183.47.2.156:16883/udp/239.77.1.33:5146
